City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
maldonado,-34.6667,-54.9167,77.0,78.0,0.0,11.5,UY,1611453921.0
dongsheng,39.8161,109.9776,27.93,84.0,0.0,4.83,CN,1611453921.0
zalantun,48.0,122.7167,13.91,89.0,4.0,4.5,CN,1611453921.0
constitucion,-35.3333,-72.4167,57.94,92.0,24.0,2.93,CL,1611453921.0
tikapur,28.5,81.1333,53.28,55.0,0.0,3.78,NP,1611453921.0
santa isabel do rio negro,-0.4139,-65.0192,73.04,97.0,63.0,1.28,BR,1611453921.0
sandusky,41.3501,-83.1332,23.0,73.0,74.0,2.21,US,1611453876.0
biga,40.2281,27.2422,54.0,36.0,54.0,19.1,TR,1611453921.0
tasiilaq,65.6145,-37.6368,15.8,48.0,38.0,1.14,GL,1611453921.0
mayor pablo lagerenza,-19.9309,-60.7718,75.11,84.0,52.0,5.39,PY,1611453921.0
dolny kubin,49.2098,19.3034,39.99,10.0,100.0,2.82,SK,1611453921.0
ayr,55.4627,-4.6339,30.2,93.0,20.0,6.91,GB,1611453922.0
petropavlovsk-kamchatskiy,53.0452,158.6483,10.4,48.0,68.0,8.95,RU,1611453922.0
solnechnyy,50.7214,136.6319,3.78,87.0,51.0,2.66,RU,1611453922.0
manakara,-22.1333,48.0167,76.06,93.0,94.0,2.84,MG,1611453922.0
liverpool,53.4106,-2.9779,34.0,93.0,20.0,5.75,GB,1611453922.0
rio grande,-32.035,-52.0986,75.0,89.0,100.0,1.01,BR,1611453684.0
nyurba,63.2842,118.3319,-51.36,76.0,54.0,5.46,RU,1611453922.0
lakatoro,-16.0999,167.4164,85.6,68.0,100.0,4.07,VU,1611453922.0
rudnyy,52.9594,63.1206,-13.0,70.0,93.0,8.95,KZ,1611453922.0
hovd,48.0056,91.6419,6.69,61.0,33.0,8.46,MN,1611453922.0
tezu,27.9167,96.1667,65.8,41.0,65.0,0.47,IN,1611453922.0
kankan,10.3854,-9.3057,65.55,23.0,0.0,4.03,GN,1611453923.0
tabuk,17.4189,121.4443,73.74,90.0,98.0,9.01,PH,1611453923.0
kupang,-10.1667,123.5833,78.8,94.0,90.0,5.75,ID,1611453923.0
kansanshi,-12.0951,26.4273,61.88,98.0,99.0,4.12,ZM,1611453671.0
katherine,-14.4667,132.2667,84.2,70.0,75.0,8.05,AU,1611453923.0
avera,33.194,-82.5271,44.6,65.0,1.0,4.61,US,1611453923.0
mogadishu,2.0371,45.3438,75.29,84.0,26.0,16.84,SO,1611453744.0
kununurra,-15.7667,128.7333,86.0,84.0,99.0,8.05,AU,1611453923.0
yumen,40.2833,97.2,18.61,83.0,100.0,26.22,CN,1611453923.0
oussouye,12.485,-16.5469,68.43,25.0,52.0,6.15,SN,1611453923.0
hereford,52.0568,-2.7148,28.99,94.0,71.0,3.83,GB,1611453744.0
jiaonan,35.8786,119.9753,34.0,93.0,75.0,4.47,CN,1611453923.0
yarkovo,57.4028,67.0786,-33.45,83.0,8.0,3.62,RU,1611453923.0
gizo,-8.103,156.8419,84.97,62.0,86.0,7.94,SB,1611453923.0
pemba,-12.974,40.5178,77.0,94.0,20.0,8.05,MZ,1611453924.0
satuk,41.2263,32.3836,34.68,84.0,100.0,6.46,TR,1611453924.0
fairbanks,64.8378,-147.7164,21.99,78.0,75.0,3.15,US,1611453922.0
dhidhdhoo,6.8833,73.1,81.84,72.0,20.0,8.66,MV,1611453924.0
ierapetra,35.01,25.7353,60.01,60.0,2.0,18.05,GR,1611453924.0
muisne,0.6,-80.0333,76.57,86.0,64.0,3.83,EC,1611453924.0
clarence town,-32.5833,151.7833,97.0,22.0,0.0,5.75,AU,1611453924.0
dali,25.7,100.1833,48.43,69.0,55.0,5.46,CN,1611453830.0
cayenne,4.9333,-52.3333,75.2,100.0,90.0,1.14,GF,1611453884.0
santa cruz de la palma,28.6835,-17.7642,64.4,77.0,90.0,4.61,ES,1611453924.0
muros,42.7762,-9.0603,51.01,89.0,100.0,12.39,ES,1611453924.0
port-gentil,-0.7193,8.7815,80.6,77.0,100.0,8.86,GA,1611453924.0
la palma,33.8464,-118.0467,53.01,76.0,90.0,4.61,US,1611453924.0
hirara,24.8,125.2833,68.0,68.0,40.0,10.36,JP,1611453925.0
woodstock,43.1334,-80.7497,21.2,79.0,57.0,3.44,CA,1611453925.0
waconia,44.8508,-93.7869,17.01,89.0,100.0,7.99,US,1611453925.0
yining,29.0361,114.5636,53.17,65.0,0.0,2.57,CN,1611453908.0
odessa,46.4775,30.7326,46.4,93.0,0.0,17.9,UA,1611453884.0
aldergrove,49.058,-122.4709,35.6,60.0,20.0,1.86,CA,1611453925.0
stamford,41.0534,-73.5387,25.0,53.0,1.0,28.77,US,1611453680.0
la roche-sur-yon,46.6667,-1.4333,33.8,100.0,100.0,1.14,FR,1611453862.0
vestmannaeyjar,63.4427,-20.2734,32.11,88.0,100.0,24.43,IS,1611453925.0
witu,-2.3889,40.4382,73.54,93.0,94.0,2.39,KE,1611453925.0
kenora,49.8167,-94.4337,21.2,86.0,90.0,14.97,CA,1611453723.0
esperance,-33.8667,121.9,64.4,88.0,90.0,3.44,AU,1611453925.0
shaunavon,49.6501,-108.4181,6.8,85.0,100.0,6.91,CA,1611453925.0
aldan,58.6031,125.3894,-33.77,80.0,48.0,3.0,RU,1611453925.0
irbil,36.1926,44.0106,39.2,66.0,0.0,1.92,IQ,1611453926.0
mamallapuram,12.6264,80.1722,73.4,88.0,40.0,2.3,IN,1611453926.0
robertsport,6.7533,-11.3686,78.94,83.0,0.0,7.9,LR,1611453926.0
quatre cocos,-20.2078,57.7625,77.0,94.0,40.0,2.3,MU,1611453926.0
tromso,69.6496,18.957,21.2,63.0,75.0,10.36,NO,1611453926.0
flinders,-34.5833,150.8552,93.0,61.0,17.0,4.0,AU,1611453926.0
harper,4.375,-7.7169,77.81,87.0,0.0,7.34,LR,1611453785.0
sao luiz gonzaga,-28.4083,-54.9608,74.19,81.0,53.0,6.31,BR,1611453713.0
paamiut,61.994,-49.6678,19.92,80.0,0.0,9.82,GL,1611453926.0
pacific grove,36.6177,-121.9166,52.0,82.0,40.0,6.91,US,1611453790.0
trairi,-3.2778,-39.2689,78.98,82.0,100.0,9.62,BR,1611453926.0
verkhniy lomov,53.4678,43.5511,33.8,98.0,100.0,10.22,RU,1611453926.0
hambantota,6.1241,81.1185,73.4,100.0,27.0,3.44,LK,1611453926.0
tumalaytay,12.2758,123.232,83.41,70.0,23.0,3.85,PH,1611453926.0
wertheim,49.7575,9.5094,34.0,94.0,100.0,6.8,DE,1611453926.0
la cruz,23.9167,-106.9,66.99,86.0,100.0,1.01,MX,1611453927.0
singapore,1.2897,103.8501,80.6,83.0,75.0,10.36,SG,1611453918.0
cidreira,-30.1811,-50.2056,76.51,83.0,0.0,20.33,BR,1611453927.0
boa vista,2.8197,-60.6733,82.4,65.0,75.0,18.41,BR,1611453718.0
cam ranh,11.9214,109.1591,77.0,65.0,40.0,9.22,VN,1611453927.0
banda aceh,5.5577,95.3222,80.08,77.0,30.0,7.45,ID,1611453927.0
hasaki,35.7333,140.8333,39.2,93.0,75.0,19.57,JP,1611453927.0
qeshm,26.9581,56.2719,59.0,17.0,90.0,11.5,IR,1611453927.0
juybar,36.6412,52.9124,37.4,72.0,0.0,3.22,IR,1611453927.0
troitskoye,52.9821,84.6757,7.05,94.0,100.0,9.13,RU,1611453927.0
sapa,5.1544,120.3241,82.09,79.0,42.0,8.59,PH,1611453927.0
saldanha,-33.0117,17.9442,60.8,67.0,0.0,11.5,ZA,1611453927.0
ihosy,-22.4,46.1167,70.25,91.0,97.0,5.17,MG,1611453927.0
lovozero,68.005,35.0117,-6.12,90.0,95.0,8.03,RU,1611453927.0
padang,-0.9492,100.3543,84.2,61.0,20.0,2.3,ID,1611453927.0
sur,22.5667,59.5289,64.51,56.0,0.0,12.21,OM,1611453927.0
xifeng,42.7372,124.7222,30.78,94.0,10.0,3.8,CN,1611453928.0
athabasca,54.7169,-113.2854,-20.2,76.0,100.0,1.14,CA,1611453928.0
manicore,-5.8092,-61.3003,75.76,88.0,18.0,1.21,BR,1611453928.0
klichka,50.4457,117.996,3.34,92.0,100.0,3.29,RU,1611453928.0
nuuk,64.1835,-51.7216,17.6,79.0,20.0,4.61,GL,1611453928.0
axim,4.8699,-2.2405,77.68,87.0,47.0,4.74,GH,1611453928.0
meulaboh,4.1363,96.1285,79.79,78.0,4.0,4.18,ID,1611453928.0
floro,61.5996,5.0328,37.4,81.0,75.0,16.11,NO,1611453928.0
cardston,49.2,-113.3019,23.0,53.0,0.0,2.3,CA,1611453928.0
acari,-15.4311,-74.6158,72.9,67.0,23.0,4.12,PE,1611453928.0
hualmay,-11.0964,-77.6139,71.31,80.0,75.0,5.55,PE,1611453928.0
kamloops,50.6665,-120.3192,23.0,68.0,75.0,2.3,CA,1611453789.0
teofilo otoni,-17.8575,-41.5053,66.18,93.0,15.0,2.68,BR,1611453634.0
pisco,-13.7,-76.2167,73.4,73.0,75.0,5.75,PE,1611453859.0
bibiani,6.4635,-2.3194,66.85,42.0,38.0,0.76,GH,1611453928.0
marquette,46.5333,-87.6335,19.0,65.0,100.0,3.0,US,1611453928.0
westport,41.1415,-73.3579,24.8,36.0,1.0,12.66,US,1611453806.0
ust-koksa,50.2696,85.6108,-1.55,83.0,100.0,2.66,RU,1611453928.0
porto-vecchio,41.591,9.2795,55.4,87.0,75.0,23.02,FR,1611453929.0
mount pleasant,32.7941,-79.8626,46.0,81.0,1.0,11.3,US,1611453929.0
wagga wagga,-35.1167,147.3667,102.0,10.0,12.0,3.44,AU,1611453929.0
jutai,-5.1833,-68.9,73.4,96.0,100.0,1.28,BR,1611453929.0
beyneu,45.3167,55.2,34.59,92.0,100.0,8.03,KZ,1611453929.0
tirumullaivasal,11.2333,79.8333,74.98,72.0,79.0,4.09,IN,1611453929.0
goderich,43.7501,-81.7165,19.4,86.0,100.0,5.75,CA,1611453929.0
calvinia,-31.4707,19.776,61.11,61.0,0.0,5.73,ZA,1611453929.0
larsnes,62.2028,5.5773,37.99,71.0,100.0,7.0,NO,1611453929.0
ucluelet,48.9329,-125.5528,42.01,87.0,90.0,5.75,CA,1611453635.0
simao dias,-10.7383,-37.8111,70.41,91.0,100.0,5.97,BR,1611453929.0
eldorado,-23.7869,-54.2836,71.65,92.0,36.0,5.41,BR,1611453929.0
santa vitoria do palmar,-33.5189,-53.3681,70.54,95.0,2.0,6.76,BR,1611453929.0
gayeri,12.6497,0.4931,65.61,23.0,0.0,7.7,BF,1611453929.0
zabid,14.1951,43.3152,70.79,68.0,25.0,1.19,YE,1611453786.0
andapa,-14.65,49.65,69.19,90.0,77.0,1.74,MG,1611453930.0
tsumeb,-19.2333,17.7167,66.2,100.0,100.0,1.14,NA,1611453930.0
diapaga,12.0708,1.7889,67.68,22.0,100.0,6.71,BF,1611453930.0
malakal,9.5334,31.6605,74.86,25.0,78.0,7.31,SS,1611453930.0
qandala,11.472,49.8728,72.28,58.0,2.0,7.63,SO,1611453930.0
barra do garcas,-15.89,-52.2567,74.35,86.0,100.0,3.85,BR,1611453930.0
baghdad,33.3406,44.4009,33.8,60.0,0.0,4.61,IQ,1611453634.0
dwarka,22.2394,68.9678,67.42,40.0,0.0,11.63,IN,1611453930.0
vanimo,-2.6741,141.3028,85.05,66.0,100.0,4.85,PG,1611453930.0
belomorsk,64.5232,34.7668,33.57,93.0,100.0,8.5,RU,1611453930.0
taoudenni,22.6783,-3.9836,62.94,24.0,0.0,9.35,ML,1611453930.0
nassau,40.7507,-73.5829,26.01,42.0,1.0,14.97,US,1611453930.0
pontes e lacerda,-15.2261,-59.3353,72.46,92.0,97.0,1.52,BR,1611453930.0
vieques,18.425,-65.8329,78.8,78.0,20.0,8.1,PR,1611453931.0
sorland,67.667,12.6934,26.01,93.0,50.0,13.06,NO,1611453931.0
beloha,-25.1667,45.05,75.54,88.0,25.0,10.31,MG,1611453931.0
eberndorf,46.5914,14.6436,32.0,100.0,75.0,2.3,AT,1611453931.0
tomatlan,19.9333,-105.25,70.2,82.0,60.0,0.65,MX,1611453931.0
sabzevar,36.2126,57.6819,30.36,72.0,100.0,2.01,IR,1611453931.0
constantine,36.365,6.6147,48.2,57.0,40.0,16.11,DZ,1611453931.0
marienburg,54.0359,19.0266,34.0,100.0,90.0,10.36,PL,1611453931.0
chadiza,-14.0678,32.4392,65.62,96.0,100.0,10.18,ZM,1611453931.0
jasidih,24.5167,86.65,59.68,56.0,33.0,2.89,IN,1611453931.0
nanticoke,41.2054,-76.0049,23.0,60.0,0.0,3.0,US,1611453931.0
thinadhoo,0.5333,72.9333,82.31,69.0,99.0,2.48,MV,1611453931.0
hamilton,39.1834,-84.5333,28.0,68.0,1.0,4.61,US,1611453931.0
jermuk,39.8417,45.6723,13.17,42.0,0.0,1.39,AM,1611453932.0
sompeta,18.9333,84.6,72.59,79.0,9.0,4.5,IN,1611453932.0
singkang,2.1006,102.7994,77.0,83.0,20.0,4.61,MY,1611453932.0
yenagoa,4.9247,6.2642,75.87,87.0,100.0,2.95,NG,1611453932.0
perth,-31.9333,115.8333,77.0,50.0,40.0,11.5,AU,1611453736.0
bafilo,9.35,1.2667,66.42,22.0,0.0,4.81,TG,1611453932.0
kagadi,0.9606,30.7967,67.26,61.0,100.0,1.61,UG,1611453932.0
alexandroupoli,40.8475,25.8744,53.01,88.0,100.0,1.99,GR,1611453932.0
darnah,32.767,22.6367,54.43,47.0,0.0,21.34,LY,1611453932.0
hay river,60.8156,-115.7999,-16.6,69.0,5.0,3.44,CA,1611453932.0
kaeo,-35.1,173.7833,81.0,53.0,2.0,8.99,NZ,1611453932.0
the valley,18.217,-63.0578,77.0,83.0,20.0,5.75,AI,1611453932.0
nome,64.5011,-165.4064,26.6,93.0,90.0,3.44,US,1611453877.0
belyy yar,53.6039,91.3903,3.2,72.0,100.0,2.24,RU,1611453933.0
elk city,35.412,-99.4043,44.6,100.0,90.0,16.11,US,1611453933.0
nouakchott,18.0858,-15.9785,64.4,11.0,90.0,8.05,MR,1611453933.0
tukrah,32.5341,20.5791,54.5,50.0,0.0,13.87,LY,1611453933.0
astoria,46.1879,-123.8313,42.01,81.0,90.0,4.61,US,1611453933.0
savelugu,9.6244,-0.8253,72.82,19.0,1.0,6.71,GH,1611453933.0
smoky lake,54.1169,-112.4686,-14.8,76.0,98.0,5.73,CA,1611453933.0
cururupu,-1.8283,-44.8683,76.24,87.0,96.0,3.6,BR,1611453933.0
nhulunbuy,-12.2333,136.7667,80.6,83.0,75.0,5.75,AU,1611453933.0
longyan,25.1072,117.0225,60.01,65.0,61.0,3.0,CN,1611453933.0
gamboula,4.1178,15.1393,67.08,34.0,98.0,4.74,CF,1611453933.0
itarema,-2.9248,-39.9167,79.38,82.0,91.0,9.82,BR,1611453933.0
netrakona,24.8833,90.7167,59.85,59.0,38.0,6.35,BD,1611453933.0
yaring,6.8662,101.3689,78.8,78.0,40.0,5.75,TH,1611453934.0
alekseyevsk,57.8406,108.3492,-16.46,86.0,100.0,1.21,RU,1611453934.0
bria,6.5423,21.9863,73.54,30.0,75.0,4.36,CF,1611453934.0
rybnaya sloboda,55.4613,50.1409,23.0,93.0,90.0,11.18,RU,1611453934.0
tornio,65.8481,24.1466,12.2,92.0,90.0,8.05,FI,1611453934.0
acajutiba,-11.6622,-38.0172,71.56,95.0,100.0,4.03,BR,1611453934.0
ejido,8.5514,-71.2375,65.97,64.0,22.0,4.45,VE,1611453934.0
zakamensk,50.3741,103.2863,7.7,91.0,100.0,2.28,RU,1611453934.0
longyearbyen,78.2186,15.6401,10.4,72.0,75.0,11.5,SJ,1611453934.0
foumban,5.7291,10.9001,60.69,36.0,100.0,2.59,CM,1611453934.0
tampayan,12.4794,122.5231,81.25,76.0,100.0,4.94,PH,1611453934.0
rawson,-43.3002,-65.1023,65.1,66.0,64.0,16.4,AR,1611453934.0
qaqortoq,60.7167,-46.0333,28.4,29.0,0.0,23.02,GL,1611453935.0
atar,20.5169,-13.0499,64.83,22.0,1.0,8.75,MR,1611453935.0
knysna,-34.0363,23.0471,60.8,100.0,90.0,13.8,ZA,1611453935.0
tadine,-21.55,167.8833,79.03,77.0,79.0,21.77,NC,1611453935.0
chokwe,-24.5333,32.9833,75.69,92.0,100.0,7.74,MZ,1611453935.0
ruteng,-8.6136,120.4721,74.08,78.0,100.0,1.45,ID,1611453935.0
mgandu,-5.95,34.1333,59.14,98.0,100.0,3.44,TZ,1611453935.0
keflavik,64.0049,-22.5624,32.0,74.0,40.0,31.07,IS,1611453935.0
villefranche-de-rouergue,44.3333,2.0,39.99,93.0,90.0,5.75,FR,1611453935.0
chivilcoy,-34.8957,-60.0167,82.99,68.0,0.0,5.99,AR,1611453935.0
ilhabela,-23.7781,-45.3581,76.15,83.0,100.0,9.64,BR,1611453650.0
savannah bight,16.45,-85.85,78.01,86.0,1.0,1.01,HN,1611453935.0
port lincoln,-34.7333,135.8667,78.53,48.0,94.0,9.46,AU,1611453935.0
srivardhan,18.0333,73.0167,71.37,75.0,0.0,5.91,IN,1611453935.0
kalmunai,7.4167,81.8167,75.51,80.0,54.0,5.93,LK,1611453935.0
manono,-7.3,27.4167,69.94,93.0,100.0,1.63,CD,1611453936.0
kidal,18.4411,1.4078,61.16,24.0,0.0,10.6,ML,1611453936.0
maua,-23.6678,-46.4614,70.0,83.0,20.0,6.91,BR,1611453936.0
kologriv,58.8275,44.3178,30.78,99.0,100.0,5.41,RU,1611453936.0
kondoa,-4.9,35.7833,59.99,97.0,100.0,3.89,TZ,1611453936.0
alta floresta,-9.8756,-56.0861,72.45,90.0,100.0,2.17,BR,1611453936.0
vardo,70.3705,31.1107,20.43,96.0,100.0,28.03,NO,1611453936.0
bugama,4.7341,6.8635,77.94,84.0,100.0,3.29,NG,1611453936.0
nemuro,43.3236,145.575,21.2,73.0,20.0,6.91,JP,1611453765.0
huarmey,-10.0681,-78.1522,71.8,77.0,86.0,6.2,PE,1611453936.0
raudeberg,61.9875,5.1352,37.0,83.0,100.0,15.88,NO,1611453936.0
ban nahin,18.2418,104.2122,75.99,50.0,0.0,0.81,LA,1611453936.0
svetlaya,46.5389,138.3297,28.85,79.0,0.0,11.18,RU,1611453936.0
puerto del rosario,28.5004,-13.8627,64.4,77.0,20.0,11.5,ES,1611453937.0
shimanovsk,52.0,127.7,-8.28,82.0,100.0,10.16,RU,1611453937.0
udachnyy,66.4167,112.4,-39.37,79.0,59.0,3.38,RU,1611453678.0
hobyo,5.3505,48.5268,76.68,69.0,90.0,20.49,SO,1611453937.0
pau,43.4167,-0.5833,42.8,93.0,90.0,10.36,FR,1611453937.0
pfullingen,48.4646,9.228,35.6,87.0,75.0,10.36,DE,1611453937.0
port hueneme,34.1478,-119.1951,53.6,58.0,75.0,7.0,US,1611453725.0
nieuw amsterdam,5.8833,-55.0833,78.01,90.0,82.0,4.0,SR,1611453937.0
bolshevik,54.0065,27.5692,30.2,100.0,90.0,11.18,BY,1611453937.0
mandurah,-32.55,115.7,77.0,41.0,75.0,10.36,AU,1611453937.0
moses lake,47.1301,-119.2781,30.2,64.0,1.0,4.61,US,1611453937.0
talnakh,69.4865,88.3972,-35.37,64.0,53.0,1.63,RU,1611453938.0
mingshui,36.7167,117.5,41.0,56.0,100.0,1.45,CN,1611453938.0
ulaangom,49.9811,92.0667,1.65,92.0,100.0,1.05,MN,1611453938.0
vostok,46.4856,135.8833,18.23,90.0,0.0,3.89,RU,1611453938.0
moose factory,51.2585,-80.6094,-9.4,70.0,1.0,6.91,CA,1611453938.0
upington,-28.4478,21.2561,75.2,83.0,21.0,3.44,ZA,1611453938.0
pilar,-9.5972,-35.9567,77.0,88.0,75.0,4.61,BR,1611453938.0
touros,-5.1989,-35.4608,78.8,83.0,40.0,6.91,BR,1611453938.0
ramshir,30.8946,49.4092,42.8,81.0,0.0,5.68,IR,1611453938.0
sokoni,-6.4333,39.55,80.56,81.0,100.0,10.63,TZ,1611453938.0
palaikastron,35.2,26.25,60.01,60.0,4.0,14.94,GR,1611453938.0
nadym,65.5333,72.5167,-45.42,79.0,27.0,1.03,RU,1611453938.0
lombardia,19.15,-102.0333,71.6,49.0,75.0,3.67,MX,1611453938.0
qiongshan,20.0058,110.3542,60.8,100.0,75.0,2.24,CN,1611453939.0
santa ines,-3.6667,-45.38,74.3,96.0,100.0,2.71,BR,1611453939.0
shubarkuduk,49.1447,56.4872,14.74,96.0,98.0,11.77,KZ,1611453939.0
taltal,-25.4,-70.4833,66.47,69.0,0.0,5.14,CL,1611453939.0
ancud,-41.8697,-73.8203,57.0,67.0,0.0,10.36,CL,1611453939.0
olkhovka,53.2115,60.6069,-4.43,92.0,100.0,9.44,RU,1611453939.0
kingisepp,59.3733,28.6134,36.07,96.0,100.0,10.04,RU,1611453939.0
puerto madryn,-42.7692,-65.0385,65.7,64.0,5.0,13.71,AR,1611453939.0
mayumba,-3.432,10.6554,76.12,87.0,100.0,1.74,GA,1611453939.0
